Title,Price,Size,Rating,Review Count,Category,Region,ABV,Body,Sweet-Dry Scale,Style,Tasting Notes,Food Pairing
Lanzos Tempranillo,9.99,750.0ml bottle,,,Tempranillo,"Castilla y Leon, Spain",,Medium,Dry,Sweet & Smooth,,"Tomatoes, Cured Meats"
Monte La Reina Roble,9.99,750.0ml bottle,,,Tempranillo,"Toro, Spain",,Medium,Dry,Sweet & Smooth,,"Tomatoes, Cured Meats"
El Guardian Rioja,9.99,750.0ml bottle,,,Tempranillo,Spain,0.13,Medium,Dry,Sweet & Smooth,,"Tomatoes, Cured Meats"
Navarro Lopez 'Pedro Pergolas' Crianza Old Vines Tempranillo,9.99,750.0ml bottle,,,Tempranillo,Spain,0.13,Medium,Dry,,,
La Bodeguita de Manolo Tempranillo ,9.99,750.0ml bottle,,,Tempranillo,Spain,,Medium,Dry,Sweet & Smooth,,"Tomatoes, Cured Meats"
Bodegas Ladrero Senorio De Valdesneros Crianza,9.99,750.0ml bottle,,,Tempranillo,,0.13,Medium,Dry,,,
Bodega Norton Torrontes,9.99,750.0ml bottle,,,Torrontes,"Mendoza, Argentina",0.14,,,,,
Avenida 67 Torrontes,9.99,750.0ml bottle,,,Torrontes,Spain,,,,,,
Pago Cimera Torrontes,9.99,750.0ml bottle,,,Torrontes,"La Rioja, Argentina",,,,,,
Diseno Torrontes,9.99,750.0ml bottle,,,Torrontes,"Salta, Argentina",0.14,,,,,
Callia Torrontes,9.99,750.0ml bottle,,,Torrontes,Argentina,,,,,,
El Libre Torrontes,9.99,750.0ml bottle,,,Torrontes,"Mendoza, Argentina",0.12,,,,,
Sensual Torrontes 2009,9.99,750.0ml bottle,,,Torrontes,"Mendoza, Argentina",0.13,,,,,
Finca Los Primos Torrontes,9.99,750.0ml bottle,,,Torrontes,"Salta, Argentina",,Light,Semi-Sweet / Off-Dry,,,
Camina Verdejo,9.99,750.0ml bottle,,,Verdejo,Spain,,Light,,,,
Sierra Norte Olcaviana Verdejo,9.99,750.0ml bottle,,,Verdejo,Spain,0.12,Light,Dry,Fruity & Crisp,,
Domaine de Gournier Viognier,9.99,750.0ml bottle,,,Viognier,France,0.13,Full,,,,
Shoofly Viognier,9.99,750.0ml bottle,,,Viognier,"South Australia, Australia",0.14,Full,,,,
Punta Pays Viognier,9.99,750.0ml bottle,,,Viognier,"Mendoza, Argentina",,,,,,
Vientos Del Sur Viognier,9.99,750.0ml bottle,,,Viognier,Argentina,,Full,,,,
Pm White Zinfandel Carafe,9.99,1.5L bottle,,,White Zinfandel,"California, United States",,,Sweet,,,
Low Hanging Fruit White Zinfandel,9.99,1.5L bottle,,,White Zinfandel,,0.08,,Sweet,,,
Gnarly Head Zinfandel,9.99,750.0ml bottle,4.8,(3 Reviews),Zinfandel,"Lodi, United States",0.15,Medium,,,"Rich, Dark Fruit, Pepper, Vanilla","Pork, Dessert Chocolate & Coffee"
Ravenswood Vintners Blend Zinfandel,9.99,750.0ml bottle,4.9,(2 Reviews),Zinfandel,"California, United States",0.14,Medium,,,,
Dark Horse Zinfandel,9.99,750.0ml bottle,4,(1 Reviews),Zinfandel,"California, United States",,Medium,,,,
Dancing Bull Zinfandel,9.99,750.0ml bottle,,,Zinfandel,"Sonoma County, United States",,Medium,,,,
Twisted Old Vine Zinfandel,9.99,750.0ml bottle,,,Zinfandel,"California, United States",0.14,Medium,,,,
Cavaliere D'oro Primitivo,9.99,750.0ml bottle,,,Zinfandel,"Puglia, Italy",,,,,,
Cloud Break Zinfandel,9.99,750.0ml bottle,,,Zinfandel,,0.13,Medium,,,,
Flaio Primitivo,9.99,750.0ml bottle,,,Zinfandel,"Puglia, Italy",0.14,Medium,,,,
99 Vines Zinfandel,9.99,750.0ml bottle,,,Zinfandel,,,,,,,
Plungerhead Lodi Zinfandel,9.99,750.0ml bottle,,,Zinfandel,"Lodi, United States",,Medium,,,,
Cupcake Vineyards Zinfandel,9.99,750.0ml bottle,,,Zinfandel,"Lodi, United States",0.15,Medium,,,,
Famiglia Cielo Primitivo,9.99,750.0ml bottle,,,Zinfandel,Italy,,Medium,,,,
Cycles Gladiator Zinfandel,9.99,750.0ml bottle,,,Zinfandel,Australia,,Medium,,,,
Cellar No.8 Zinfandel,9.99,750.0ml bottle,,,Zinfandel,"California, United States",0.15,Medium,,,,
BV Coastal Estates Zinfandel,9.99,750.0ml bottle,,,Zinfandel,"Central Coast, United States",0.14,Medium,,,,
Vicolo Primitivo Puglia IGT,9.99,750.0ml bottle,,,Zinfandel,"Puglia IGT, Italy",,Full,Dry,,"Berry, Blueberry, Dark Fruit, Dried Fruit, Dry, Fruity, Jammy, Red Fruit, Rich",
Prototype Zinfandel,9.99,750.0ml bottle,,,Zinfandel,,,,,,,
Gusher Zinfandel,9.99,750.0ml bottle,,,Zinfandel,"Lodi, United States",,Medium,,,,
Tin Roof Zinfandel,9.99,750.0ml bottle,,,Zinfandel,,,Medium,,,,
Gnarled Vine Zinfandel,9.99,750.0ml bottle,,,Zinfandel,,,,,,,
Alfasi Cabernet Sauvignon Mistico,9.98,750.0ml bottle,,,Cabernet Sauvignon,Chile,0.13,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Recas La Putere Cabernet Sauvignon,9.98,750.0ml bottle,,,Cabernet Sauvignon,,0.14,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Wink Clever Cabernet,9.98,750.0ml bottle,,,Cabernet Sauvignon,,0.13,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Mascota Vineyards Cabernet Sauvignon Rod,9.98,750.0ml bottle,,,Cabernet Sauvignon,,0.14,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Conde De Caralt Semi Seco Cava,9.98,750.0ml bottle,,,Cava,,0.12,,,,,
Jardin Chardonnay Unoaked,9.98,750.0ml bottle,,,Chardonnay,South Africa,0.13,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
Le Val Chardonnay,9.98,750.0ml bottle,,,Chardonnay,"Vin de Pays , France",0.13,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
Firebrand Chardonnay,9.98,750.0ml bottle,,,Chardonnay,"California, United States",,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
Cavalier & Sons Chardonnay,9.98,750.0ml bottle,,,Chardonnay,,0.13,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
Scissor Tail Ranch Chardonnay,9.98,750.0ml bottle,,,Chardonnay,"Central Coast, United States",,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
Blue Navarra Moscatel,9.98,750.0ml bottle,,,Dessert & Fortified Wine,,0.12,,,,,
Sant'orsola Dolcetto D'alba,9.98,750.0ml bottle,,,Dolcetto,"Piedmonte, Italy",0.12,Medium,,,,
Dancing Bull Merlot,9.98,750.0ml bottle,,,Merlot,"Paso Robles, United States",0.14,Medium,Dry,Big & Bold,,"Duck & Game Bird, Tomatoes"
Reserve St Martin Merlot,9.98,750.0ml bottle,,,Merlot,,0.13,Medium,Dry,Big & Bold,,"Duck & Game Bird, Tomatoes"
Bird Song Hill Red Blend Columbia Valley,9.98,750.0ml bottle,,,Merlot,,0.12,Medium,Dry,Big & Bold,,"Duck & Game Bird, Tomatoes"
Casal Bordino Montelpuciano,9.98,750.0ml bottle,,,Montepulciano,"Abruzzo, Italy",,Medium,Dry,Fruity & Light,,
Marchesini Montepulciano,9.98,750.0ml bottle,,,Montepulciano,,0.12,Medium,Dry,Big & Bold,,"Beef, Root Vegetables"
Cren Del Riccio Langhe Rosso,9.98,750.0ml bottle,,,Nebbiolo,,0.13,Medium,Dry,Big & Bold,,"Beef, Mushrooms"
Barone Beneventano Del Bosco Nero D'Avola Dry Red,9.98,750.0ml bottle,,,Nero D'Avola,,,,,,,
Geyser Peak White Uncensored,9.98,750.0ml bottle,,,Red Blend,"California, United States",0.13,,,,,
Chateau Grand Maison Cotes Blaye 2010,9.98,750.0ml bottle,,,Bordeaux Blend,"Bordeaux, France",0.15,,,,,
Castello di Monastero Chianti,9.98,750.0ml bottle,,,Chianti Blend,"Tuscany, Italy",0.14,,,,,
Chateau Landure Minervois,9.98,750.0ml bottle,,,Rhone Blend,,0.13,,,,,
Ambroise Jay Anatole Napa Red,9.98,750.0ml bottle,,,Red Blend,"California, United States",,,,,,
Dr Heidemanns Blitz Riesling,9.98,750.0ml bottle,,,Riesling,,0.08,Light,Semi-Sweet / Off-Dry,Sweet & Bold,,"Duck & Game Bird, Cheese Fresh & Soft"
Mascota Vyds La Mascota Rose,9.98,750.0ml bottle,,,Rose Wine,"Mendoza, Argentina",0.14,,,,,
L'oca Ciuca Rosso,9.98,750.0ml bottle,,,Sangiovese,,0.13,Medium,Dry,Big & Bold,,"Cured Meats, Cheese Hard Aged"
Bellini Rosso Toscana Igt,9.98,750.0ml bottle,,,Sangiovese,,0.13,Medium,Dry,Big & Bold,,"Cured Meats, Cheese Hard Aged"
Dark Horse Sauvignon Blanc,9.98,750.0ml bottle,4.7,(27 Reviews),Sauvignon Blanc,"California, United States",0.13,Light,Dry,,"Crisp, Citrus, Grapefruit, Acidic","Fish Meaty & Oily, Salads & Greens"
Porta Sauvignon Blanc Reserva,9.98,750.0ml bottle,,,Sauvignon Blanc,,0.13,Light,Dry,,,"Chicken, Cheese Fresh & Soft"
Oak Grove Shiraz Reserve,9.98,750.0ml bottle,,,Syrah / Shiraz,,0.13,Full,Dry,Earthy & Spicy,,"Pork, Duck & Game Bird"
Pietro Est! Est!! Est!!! Doc,9.98,750.0ml bottle,,,Trebbiano,,0.12,Full,,,,
Barrelhouse Chardonnay,9.97,750.0ml bottle,,,Chardonnay,"California, United States",,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
Coppadoro Grifoni Chardonnay,9.97,750.0ml bottle,,,Chardonnay,,,,,,,
Parini Sweet Marsala,9.97,750.0ml bottle,,,Dessert & Fortified Wine,"Sicily, Italy",0.17,,,,,
Feudo Arancio Merlot,9.97,750.0ml bottle,,,Merlot,"Sicily, Italy",0.14,Medium,Dry,Big & Bold,,"Duck & Game Bird, Tomatoes"
Zonin Nero d'Avola,9.97,750.0ml bottle,,,Nero D'Avola,"Sicily, Italy",0.13,Full,,,,
Luna D'or Moscato Frizzante,9.97,750.0ml bottle,,,Other Sparkling Wine,,0.11,,,,,
Two Oceans Pinot Grigio,9.97,750.0ml bottle,,,Pinot Grigio,South Africa,0.13,Light,Dry,,"Crisp, Fresh, Fruity","Cured Meats, Mushrooms, Pork, Salads & Greens, Shellfish"
Beringer Founder's Estate Pinot Noir,9.97,750.0ml bottle,,,Pinot Noir,"California, United States",0.14,Light,,Fruity & Light,,"Fish Meaty & Oily, Duck & Game Bird"
Porta Pinot Noir Reserva,9.97,750.0ml bottle,,,Pinot Noir,,0.14,Light,,Fruity & Light,,"Fish Meaty & Oily, Duck & Game Bird"
Reserve St Martin Pinot Noir,9.97,750.0ml bottle,,,Pinot Noir,,0.13,Light,,Fruity & Light,,"Fish Meaty & Oily, Duck & Game Bird"
8th Generation Confidence,9.97,750.0ml bottle,,,Rose Wine,Canada,,,,,,
Dynamite Sauvignon Blanc,9.97,750.0ml bottle,,,Sauvignon Blanc,"North Coast, United States",0.13,Light,Dry,,,"Chicken, Cheese Fresh & Soft"
The Wolftrap Syrah,9.97,750.0ml bottle,4,(3 Reviews),Syrah / Shiraz,South Africa,0.15,Full,Dry,Earthy & Spicy,"Dark Fruit, Leather, Smooth, Spicy, Velvety","Cheese Fresh & Soft, Cheese Nutty & Semi-Firm, Chicken, Cured Meats, Duck & Game Bird, Fish Meaty & Oily, Lamb, Mushrooms, Pork"
Callia Shiraz,9.97,750.0ml bottle,,,Syrah / Shiraz,Argentina,,Full,Dry,Earthy & Spicy,,"Pork, Duck & Game Bird"
Alamos Torrontes,9.97,750.0ml bottle,,,Torrontes,Argentina,0.13,,,,,
Big House Cardinal Zinfandel Octavin,9.97,3.0L box,,,Zinfandel,"Central Coast, United States",0.14,Medium,Dry,,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
Pepperwood Grove Zinfandel,9.97,750.0ml bottle,,,Zinfandel,United States,0.14,Medium,,,,
Caleo Primitivo Salento,9.97,750.0ml bottle,,,Zinfandel,"Puglia IGT, Italy",0.13,Medium,,,,
Sprinkle Ca Chardonnay 2013,9.96,750.0ml bottle,,,Chardonnay,"California, United States",0.13,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
Natale Verga Montepulciano D'abruz,9.96,750.0ml bottle,,,Montepulciano,Italy,,Medium,Dry,Big & Bold,,"Beef, Root Vegetables"
Quinton Estates Cabernet Sauvignon,9.95,750.0ml bottle,,,Cabernet Sauvignon,"California, United States",,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Peller Proprietor's Reserve Cabernet Sauvignon,9.95,750.0ml bottle,,,Cabernet Sauvignon,Canada,,,Dry,Big & Bold,,
Challis Lane Chardonnay,9.95,750.0ml bottle,,,Chardonnay,"California, United States",,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
Quinton Estates Chardonnay,9.95,750.0ml bottle,,,Chardonnay,"California, United States",,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
Challis Lane Merlot,9.95,750.0ml bottle,,,Merlot,"California, United States",,Medium,Dry,Big & Bold,,"Duck & Game Bird, Tomatoes"
Quinton Estates Merlot,9.95,750.0ml bottle,,,Merlot,"California, United States",,Medium,Dry,Big & Bold,,"Duck & Game Bird, Tomatoes"
Challis Lane Pinot Grigio,9.95,750.0ml bottle,5,(1 Reviews),Pinot Grigio,"California, United States",,Light,Dry,,,"Shellfish, Salads & Greens"
Morassutti Prosecco,9.95,750.0ml bottle,,,Prosecco,"Prosecco, Italy",,,,,,
Bully Hill Sweet Walter Red,9.95,750.0ml bottle,4.8,(8 Reviews),Red Blend,"New York, United States",0.11,,,,,
Emerald Bay Merlot,9.95,750.0ml bottle,,,Red Blend,"California, United States",,,,,,
Espirit de Sarrail Rose,9.95,750.0ml bottle,,,Rose Wine,"Vin de Pays , France",0.12,,,,,
Challis Lane Sauvignon Blanc,9.95,750.0ml bottle,,,Sauvignon Blanc,"California, United States",,Light,Dry,,,"Chicken, Cheese Fresh & Soft"
Quinton Paso Robles Viognier,9.95,750.0ml bottle,,,Viognier,"Paso Robles, United States",,Full,,,,
Challis Lane Old Vine Zinfandel,9.95,750.0ml bottle,,,Zinfandel,"California, United States",,Medium,,,,
Portal D Alto Cabernet,9.94,750.0ml bottle,,,Cabernet Sauvignon,"Central Valley Chile, Chile",,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Firebrix Cabernet,9.94,750.0ml bottle,,,Cabernet Sauvignon,"Washington, United States",0.14,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Arte Latino Cava Brut,9.94,750.0ml bottle,,,Cava,"Cava, Spain",,,,,,
Ir The Skinny Vine Chard,9.94,750.0ml bottle,,,Chardonnay,"California, United States",0.09,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
Fat Cat Moscato,9.94,750.0ml bottle,,,Muscat / Moscato / Moscatel,"California, United States",0.10,Light,Semi-Sweet / Off-Dry,Sweet & Bold,,Duck & Game Bird
Melini Borghi d'Elsa Chianti,9.94,750.0ml bottle,,,Chianti Blend,"Tuscany, Italy",0.12,Medium,Dry,Big & Bold,,"Cured Meats, Cheese Hard Aged"
Hxm Liebfraumilch,9.94,750.0ml bottle,,,Riesling,,0.09,Light,Semi-Sweet / Off-Dry,Sweet & Bold,,"Duck & Game Bird, Cheese Fresh & Soft"
JP Azeitao Syrah Rose,9.94,750.0ml bottle,,,Rose Wine,Portugal,,,,Fruity & Floral,,
Gravelly Ford Zinfandel,9.94,750.0ml bottle,,,Zinfandel,France,0.13,Medium,,,,
Mount Mission Pinotage,9.93,750.0ml bottle,,,Sauvignon Blanc,,0.13,,,,,
Dark Horse Petite Syrah,9.93,750.0ml bottle,,,Syrah / Shiraz,"Sonoma County, United States",0.15,Full,Dry,Earthy & Spicy,,"Pork, Duck & Game Bird"
Dissegna Chardonnay,9.90,750.0ml bottle,,,Chardonnay,"Veneto, Italy",0.13,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
Dissegna Merlot IGP,9.90,750.0ml bottle,,,Merlot,"Veneto, Italy",0.13,Medium,Dry,Big & Bold,,"Duck & Game Bird, Tomatoes"
Pirosmani Semi Dry Red,9.90,750.0ml bottle,,,Red Blend,Republic of Georgia,,,,,,
Heredad Carcia De Olano White,9.90,750.0ml bottle,,,Red Blend,"Rioja, Spain",,,,,,
Shenandoah Special Reserve Zinfandel 2014,9.90,750.0ml bottle,,,Zinfandel,"Sierra Foothills, United States",0.14,Medium,,,,
Cavit Cabernet Sauvignon,9.89,750.0ml bottle,,,Cabernet Sauvignon,"Trentino, Italy",0.13,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Backhouse Cabernet Sauvignon,9.89,750.0ml bottle,,,Cabernet Sauvignon,"California, United States",0.13,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Casa Del Toro Cabernet Sauvignon,9.89,1.5L bottle,,,Cabernet Sauvignon,Chile,0.14,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Santa Alicia Cabernet Reserve,9.89,750.0ml bottle,,,Cabernet Sauvignon,Chile,,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Concannon Cabernet Sauvignon,9.89,750.0ml bottle,,,Cabernet Sauvignon,"Central Coast, United States",0.13,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Redtree Cabernet Sauvignon,9.89,750.0ml bottle,,,Cabernet Sauvignon,"California, United States",0.13,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Wily Jack Cabernet Sauvignon,9.89,750.0ml bottle,,,Cabernet Sauvignon,"California, United States",0.14,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Vina Caballero Cabarnet Sauvignon,9.89,750.0ml bottle,,,Cabernet Sauvignon,Chile,,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Santiago Station Cabernet Sauvignon Red Wine,9.89,750.0ml bottle,,,Cabernet Sauvignon,United States,,,,,,
Puerto Viejo Chardonnay,9.89,750.0ml bottle,,,Chardonnay,"California, United States",0.14,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
Garnacha Del Fuego,9.89,750.0ml bottle,,,Grenache / Garnacha / Cannonau,Spain,0.15,Medium,Dry,Fruity & Light,,"Beef, Duck & Game Bird"
Domaine De La Chauviniere Muscadet,9.89,750.0ml bottle,,,Melon de Bourgogne,"Loire, France",,Light,,,,
Concannon Merlot Sel Vyd,9.89,750.0ml bottle,,,Merlot,"Central Coast, United States",0.14,Medium,Dry,Big & Bold,,"Duck & Game Bird, Tomatoes"
"AVA Grace Vineyards Merlot Red Wine 750ml, 2016 California",9.89,750.0ml bottle,,,Merlot,"California, United States",0.14,Medium,Dry,Big & Bold,"Blueberry, Cherry, Mocha, Red Fruit, Smooth, Vanilla","Cheese Blue, Cheese Stinky, Duck & Game Bird, Mushrooms, Tomatoes"
Casa Monte Merlot,9.89,1.5L bottle,,,Merlot,,,Medium,Dry,Big & Bold,,"Duck & Game Bird, Tomatoes"
Proverb Merlot,9.89,750.0ml bottle,,,Merlot,"California, United States",0.13,Medium,Dry,Big & Bold,,"Duck & Game Bird, Tomatoes"
San Nicola Moscato,9.89,1.5L bottle,,,Muscat / Moscato / Moscatel,"Lombardy, Italy",,Light,Sweet,Fruity & Crisp,,
Cavit Pinot Grigio,9.89,750.0ml bottle,4.7,(94 Reviews),Pinot Grigio,"delle Venezie IGT, Italy",0.12,Light,Dry,,"Bright, Citrus, Green Apple","Chicken, Dessert Fruit"
Folonari Pinot Grigio,9.89,750.0ml bottle,4.6,(9 Reviews),Pinot Grigio,Italy,0.12,Light,Dry,,"Pear, Bright, Citrus, Green Apple","Root Vegetables, Fish White"
San Nicola Pinot Grigio,9.89,1.5L bottle,4,(2 Reviews),Pinot Grigio,Italy,,Light,Dry,,,"Shellfish, Salads & Greens"
Two Vines Pinot Grigio,9.89,750.0ml bottle,,,Pinot Grigio,"Washington, United States",0.13,Light,Dry,,"Apple, Fresh, Peach, Pear","Shellfish, Salads & Greens"
Kiwi Cuvee Pinot Grigio,9.89,750.0ml bottle,,,Pinot Grigio,,0.12,Light,Dry,,,"Shellfish, Salads & Greens"
Alesmith Summeryul,9.89,22.0oz bottle,,,Pinot Noir,"California, United States",0.10,Light,,Fruity & Light,,"Fish Meaty & Oily, Duck & Game Bird"
Cavit Riesling,9.89,750.0ml bottle,4.6,(5 Reviews),Riesling,"Lombardy, Italy",0.12,Light,Semi-Sweet / Off-Dry,Sweet & Bold,,"Duck & Game Bird, Cheese Fresh & Soft"
Snoqualmie Riesling Winemakers Sel,9.89,750.0ml bottle,,,Riesling,United States,0.11,Light,Semi-Sweet / Off-Dry,Sweet & Bold,,"Duck & Game Bird, Cheese Fresh & Soft"
AVA Grace Vineyards Rose Wine,9.89,750.0ml bottle,4.5,(3 Reviews),Rose Wine,"California, United States",0.13,,Dry,Fruity & Floral,"Acidic, Apricot, Balanced, Floral, Rose Petal, Stone Fruit","Chicken, Dessert Fruit, Dessert Vanilla & Caramel, Root Vegetables, Salads & Greens"
Bully Hill Sweet Walter Rose,9.89,750.0ml bottle,4.6,(3 Reviews),Rose Wine,"New York, United States",0.10,,,,,
Cavit Rose,9.89,750.0ml bottle,4,(2 Reviews),Rose Wine,"Trentino, Italy",0.12,,,,,
Bully Hill Felicity,9.89,750.0ml bottle,,,Rose Wine,"New York, United States",0.06,,,,,
Markovic Estate Sauvignon Blanc,9.89,750.0ml bottle,,,Sauvignon Blanc,,,,,,,
Castillo De Clavijo Rioja Tempranillo,9.89,750.0ml bottle,,,Tempranillo,,0.13,Medium,Dry,Sweet & Smooth,,"Tomatoes, Cured Meats"
Bougrier Famille Vouvray Chenin Bl,9.88,750.0ml bottle,,,Chenin Blanc,,0.12,Light,,,,
Messina Hof Tribute Series Beau,9.88,750.0ml bottle,,,Gamay,"Texas, United States",0.12,,Sweet,Sweet & Smooth,"Berry, Floral, Fruity, Jammy, Pear","Chicken, Duck & Game Bird, Fish Meaty & Oily, Fish White, Fruit Citrus, Pasta, Salads & Greens"
Messina Hof Tribute Series Sweet Sangria,9.88,750.0ml bottle,,,Proprietary Red Blend,"Texas, United States",0.12,,Sweet,Fruity & Light,"Berry, Citrus, Green Apple, Melon","Fish Meaty & Oily, Fish White"
Messina Hof Tribute Series Father & Son Riesling,9.88,750.0ml bottle,,,Riesling,"Texas, United States",0.13,Light,Semi-Sweet / Off-Dry,Sweet & Bold,"Acidic, Citrus, Honey","Cheese Fresh & Soft, Duck & Game Bird, Fish White"
Ulrich Langguth Riesling,9.88,750.0ml bottle,,,Riesling,,0.11,Light,Semi-Sweet / Off-Dry,Sweet & Bold,,"Duck & Game Bird, Cheese Fresh & Soft"
Rosemount Cabernet/Merlot,9.88,750.0ml bottle,,,Rose Wine,"South Eastern Australia, Australia",0.13,,,,,
Guenoc Sauvignon Blanc,9.88,750.0ml bottle,,,Sauvignon Blanc,"California, United States",0.14,Light,Dry,,,"Chicken, Cheese Fresh & Soft"
El Furiso Temp,9.88,750.0ml bottle,,,Tempranillo,"Castilla y Leon, Spain",0.14,Medium,Dry,Sweet & Smooth,,"Tomatoes, Cured Meats"
Nathanson Creek Merlot,9.87,1.5L bottle,,,Gruner Veltliner,"North Coast, United States",0.13,Medium,Dry,Big & Bold,,"Duck & Game Bird, Tomatoes"
Top Hat Pinot Grigio,9.86,750.0ml bottle,,,Pinot Grigio,"California, United States",,Light,Dry,,,"Shellfish, Salads & Greens"
Proprieta Sperino Rosa del Rosa,9.86,750.0ml bottle,,,Rose Wine,"Piedmonte, Italy",0.14,,,,,
Coli Chianti Cls,9.85,750.0ml bottle,,,Chianti Blend,"Tuscany, Italy",,,,,,
Cyt Xplorador Sauvignon Blanc,9.84,750.0ml bottle,,,Sauvignon Blanc,"Central Valley Chile, Chile",,Light,Dry,,,"Chicken, Cheese Fresh & Soft"
Oggi Pinot Grigio,9.84,750.0ml bottle,,,Pinot Grigio,"Veneto IGT, Italy",,Light,Dry,,,"Shellfish, Salads & Greens"
Wild Horse Canyon Cabernet Sauvignon,9.83,750.0ml bottle,,,Cabernet Sauvignon,Canada,,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Broken Clouds Son Cst Chardonnay,9.83,750.0ml bottle,,,Chardonnay,"Sonoma Coast, United States",,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
Wild Horse Canyon Chardonnay,9.83,750.0ml bottle,,,Chardonnay,Canada,,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
Casa Monte Sauvignon Blanc,9.80,1.5L bottle,,,Sauvignon Blanc,,,Light,Dry,,,"Chicken, Cheese Fresh & Soft"
Mad Housewife Besitos Sweet White,9.79,750.0ml bottle,,,Chardonnay,"California, United States",,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
La Playa Cabernet Sauvignon 2015,9.79,1.5L bottle,,,Red Blend,"Colchagua Valley, Chile",,,,,,
Chateau Beaulieu Rose 2015,9.79,750.0ml bottle,,,Rose Wine,"Provence, France",0.13,,,,,
Freixenet Carta Nevada Semi Dry Cava,9.78,750.0ml bottle,,,Cava,"Cava, Spain",0.12,,,,,
Lindemans Bin 25 Sparkling Brut Cuvee,9.78,750.0ml bottle,,,Champagne Blend,,,,,,,
Woodchuck Bubbly Pearsecco,9.78,750.0ml bottle,,,Other Sparkling Wine,,0.06,,,,,
Epica Cabernet Sauvignon,9.76,750.0ml bottle,,,Cabernet Sauvignon,"Central Valley Chile, Chile",0.14,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Natale Verga Nero D'avola,9.76,750.0ml bottle,,,Nero D'Avola,Italy,,Full,,,,
Txt Cellars Gr8 Cabernet,9.74,750.0ml bottle,,,Cabernet Sauvignon,France,,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Spier Chenin Blanc,9.74,750.0ml bottle,,,Chenin Blanc,,0.13,Light,,,,
Fabla Calatayud Garnacha,9.74,750.0ml bottle,,,Grenache / Garnacha / Cannonau,,0.14,Medium,Dry,Fruity & Light,,"Beef, Duck & Game Bird"
Callia Malbec,9.74,750.0ml bottle,,,Malbec,"Mendoza, Argentina",0.14,Full,Dry,Big & Bold,,"Pork, Mushrooms"
99 Vines Merlot 2008,9.74,750.0ml bottle,,,Merlot,"California, United States",0.13,Medium,Dry,Big & Bold,,"Duck & Game Bird, Tomatoes"
Txt Cellars Lmao Pinot Grigio,9.74,750.0ml bottle,,,Pinot Grigio,Italy,,Light,Dry,,,"Shellfish, Salads & Greens"
Bully Hill Love My Goat Red,9.74,750.0ml bottle,,,Red Blend,"New York, United States",,,,,,
Concha Y Toro Fronterra Sauvignon Blanc,9.74,750.0ml bottle,,,Sauvignon Blanc,"Central Valley Chile, Chile",,Light,Dry,,,"Chicken, Cheese Fresh & Soft"
Cloud Break Sauvignon Blanc,9.74,750.0ml bottle,,,Sauvignon Blanc,,0.13,Light,Dry,,,"Chicken, Cheese Fresh & Soft"
